"4","A","381072.11","1"
"14","A","375948.31","2"
"27","A","368484.19","3"
"28","A","355356.39","4"
"39","A","351553.98","5"
"6","A","342578.65","6"
"39","A","339700.62","7"
"6","A","326866.6","8"
"4","A","318422.01","9"
"14","A","313933.22","10"
"19","A","296517.41","11"
"14","A","293966.05","12"
"4","A","293835.78","13"
"13","A","292165.78","14"
"2","A","285353.53","15"
"41","A","271392.45","16"
"4","A","271320.74","17"
"13","A","266916.79","18"
"2","A","264837.42","19"
"2","A","263558.03","20"
"20","A","261136.32","21"
"31","A","261022.5","22"
"13","A","259669.14","23"
"14","A","254275.88","24"
"14","A","241120","25"
"4","A","239759.31","26"
"2","A","238066.17","27"
"2","A","236468.65","28"
"11","A","235557.3","29"
"13","A","234456.79","30"
"28","A","234363.43","31"
"24","A","233371.62","32"
"4","A","231334.61","33"
"14","A","227088.13","34"
"39","A","226252.44","35"
"39","A","225134.39","36"
"14","A","224917.94","37"
"13","A","224823.65","38"
"2","A","223396.79","39"
"14","A","221834.28","40"
"14","A","221034.84","41"
"14","A","221013.44","42"
"27","A","220769.05","43"
"32","A","220379.93","44"
"20","A","220321.48","45"
"2","A","219880.49","46"
"14","A","218755.14","47"
"32","A","217015.56","48"
"20","A","215373.51","49"
"14","A","214448.96","50"
"14","A","213042.66","51"
"20","A","210877.54","52"
"19","A","210461.56","53"
"14","A","209598.85","54"
"20","A","209579.58","55"
"13","A","208505.63","56"
"14","A","208504.83","57"
"14","A","207824.62","58"
"6","A","207052.33","59"
"14","A","206935.29","60"
"14","A","206575.9","61"
"24","A","206506.4","62"
"14","A","206017.23","63"
"2","A","205829.42","64"
"14","A","205250.96","65"
"2","A","204934.97","66"
"14","A","204695.13","67"
"6","A","204271.34","68"
"1","A","203670.47","69"
"11","A","202870.36","70"
"27","A","202269.67","71"
"2","A","201863.27","72"
"13","A","201477.49","73"
"14","A","200789.85","74"
"14","A","200451.31","75"
"14","A","200367.18","76"
"20","A","199674.33","77"
"20","A","199274.47","78"
"14","A","198789.07","79"
"14","A","198704.92","80"
"13","A","198586.52","81"
"14","A","198551.21","82"
"14","A","198349.17","83"
"20","A","197649.89","84"
"14","A","197465.6","85"
"14","A","197416.29","86"
"14","A","197070.21","87"
"1","A","196810.42","88"
"14","A","196628.33","89"
"4","A","196464.78","90"
"4","A","196184.4","91"
"2","A","195953.72","92"
"14","A","195768.4","93"
"4","A","195603.8","94"
"20","A","195223.84","95"
"20","A","194731.86","96"
"13","A","194473.59","97"
"4","A","194187.36","98"
"14","A","194034.68","99"
"20","A","194032.48","100"
"2","A","192455.74","101"
"14","A","191840.95","102"
"14","A","191167.3","103"
"20","A","191136.1","104"
"2","A","190979.69","105"
"14","A","190579.72","106"
"14","A","190545.48","107"
"14","A","190412.82","108"
"20","A","190354.16","109"
"13","A","190166.16","110"
"14","A","190128.43","111"
"13","A","189804.04","112"
"13","A","189747.69","113"
"14","A","189115.49","114"
"20","A","189038.14","115"
"20","A","188978.51","116"
"2","A","188809.68","117"
"14","A","188045.88","118"
"14","A","187911.15","119"
"4","A","187664.88","120"
"20","A","187563.48","121"
"20","A","187148.37","122"
"4","A","186879.53","123"
"4","A","186643.74","124"
"1","A","186516.35","125"
"4","A","186274.98","126"
"20","A","186064.73","127"
"13","A","185618.81","128"
"14","A","185532.46","129"
"20","A","185462.81","130"
"2","A","185383.54","131"
"20","A","185215.02","132"
"2","A","185060.6","133"
"13","A","184760.29","134"
"20","A","184633.98","135"
"2","A","184489.05","136"
"13","A","184451.36","137"
"13","A","184390.4","138"
"14","A","184077.26","139"
"13","A","183930.9","140"
"13","A","183899.95","141"
"20","A","183870.7","142"
"20","A","183393.93","143"
"2","A","183304.87","144"
"13","A","183228.69","145"
"14","A","183182.96","146"
"14","A","183147.38","147"
"20","A","182995.14","148"
"4","A","182939.8","149"
"13","A","182296.84","150"
"14","A","182166.26","151"
"2","A","182142.89","152"
"2","A","182046.51","153"
"13","A","182031.93","154"
"13","A","181936.16","155"
"4","A","181812.66","156"
"1","A","181376.38","157"
"2","A","181331.71","158"
"2","A","181296.57","159"
"13","A","181183.91","160"
"20","A","181158.29","161"
"14","A","181127.71","162"
"14","A","180585.77","163"
"14","A","180525.39","164"
"14","A","180468.24","165"
"20","A","180367.98","166"
"4","A","180360.5","167"
"14","A","180354.83","168"
"14","A","180251.98","169"
"14","A","179946.34","170"
"14","A","179900.51","171"
"20","A","179795.84","172"
"13","A","179696.5","173"
"13","A","179575.44","174"
"4","A","179526.95","175"
"2","A","179419.94","176"
"14","A","179312.44","177"
"14","A","179178.58","178"
"4","A","179147.18","179"
"2","A","179105.49","180"
"2","A","178982.89","181"
"20","A","178965.58","182"
"14","A","178621.33","183"
"4","A","178542.28","184"
"13","A","178456.1","185"
"4","A","178296.21","186"
"14","A","178288.71","187"
"13","A","178257.82","188"
"4","A","178151.02","189"
"14","A","178049.34","190"
"20","A","178042.73","191"
"14","A","178028.58","192"
"4","A","177978.85","193"
"14","A","177803.87","194"
"41","A","177637.8","195"
"4","A","177406.75","196"
"2","A","177356.35","197"
"4","A","177156.22","198"
"14","A","177116.48","199"
"2","A","177087.77","200"
"20","A","176690.3","201"
"13","A","176631.51","202"
"20","A","176574.47","203"
"2","A","176421.91","204"
"14","A","176155.17","205"
"4","A","176024.88","206"
"2","A","175971.97","207"
"14","A","175843.63","208"
"14","A","175840.55","209"
"4","A","175792.76","210"
"27","A","175759.37","211"
"4","A","175664.14","212"
"14","A","175473.67","213"
"14","A","175468.71","214"
"13","A","175273.27","215"
"2","A","175208.77","216"
"20","A","175118.96","217"
"24","A","174888.68","218"
"14","A","174877.08","219"
"13","A","174861.48","220"
"20","A","174714.95","221"
"27","A","174608.15","222"
"20","A","174558.24","223"
"20","A","174557.98","224"
"14","A","174219.51","225"
"14","A","174197.72","226"
"26","A","174138.21","227"
"4","A","173825.85","228"
"1","A","173805.71","229"
"2","A","173785.31","230"
"14","A","173771.66","231"
"41","A","173739.94","232"
"20","A","173517.32","233"
"20","A","173383.1","234"
"20","A","173075.66","235"
"4","A","173056.3","236"
"14","A","173022.47","237"
"2","A","173002.07","238"
"14","A","172994.97","239"
"20","A","172936.71","240"
"4","A","172569.55","241"
"13","A","172475.45","242"
"27","A","172449.46","243"
"20","A","172257.07","244"
"13","A","172225.55","245"
"14","A","172057.5","246"
"4","A","171958.27","247"
"13","A","171956.21","248"
"13","A","171785.37","249"
"14","A","171688.78","250"
"13","A","171598.2","251"
"20","A","171577.02","252"
"20","A","171529.39","253"
"4","A","171337.35","254"
"4","A","171158.16","255"
"1","A","170904.79","256"
"2","A","170825.81","257"
"14","A","170690.98","258"
"4","A","170507.73","259"
"1","A","170303.38","260"
"2","A","170283.67","261"
"4","A","170131.9","262"
"2","A","170120.39","263"
"4","A","170055.87","264"
"20","A","170043.55","265"
"2","A","169994.15","266"
"13","A","169990.21","267"
"27","A","169859.33","268"
"19","A","169832.72","269"
"2","A","169818.78","270"
"14","A","169755.19","271"
"4","A","169708.19","272"
"13","A","169664.05","273"
"2","A","169646.36","274"
"14","A","169519.23","275"
"20","A","169471.46","276"
"4","A","169455.27","277"
"13","A","169415.63","278"
"2","A","169381.67","279"
"4","A","169275.52","280"
"20","A","169171.18","281"
"27","A","169102.25","282"
"13","A","169090.96","283"
"13","A","169014","284"
"20","A","169013.07","285"
"4","A","168999.59","286"
"4","A","168889.61","287"
"4","A","168867.79","288"
"20","A","168593.35","289"
"2","A","168543.95","290"
"13","A","168512.87","291"
"13","A","168450.26","292"
"13","A","168438.89","293"
"14","A","168341.28","294"
"27","A","168329.47","295"
"4","A","168317.08","296"
"14","A","168187.32","297"
"4","A","168013.66","298"
"4","A","167769.06","299"
"27","A","167662.61","300"
"20","A","167621.32","301"
"2","A","167617.55","302"
"31","A","167602.16","303"
"14","A","167571.96","304"
"4","A","167571.2","305"
"14","A","167512.67","306"
"2","A","167388.5","307"
"20","A","167266.81","308"
"4","A","167250.67","309"
"4","A","167233.69","310"
"2","A","167197.03","311"
"13","A","167187.38","312"
"20","A","167021.15","313"
"2","A","166966.61","314"
"14","A","166873.16","315"
"13","A","166872.27","316"
"20","A","166719.98","317"
"20","A","166719.89","318"
"2","A","166582.11","319"
"27","A","166498.26","320"
"4","A","166415.23","321"
"4","A","166267.55","322"
"14","A","166187.09","323"
"20","A","165947.49","324"
"2","A","165917.07","325"
"14","A","165867.87","326"
"2","A","165774.06","327"
"2","A","165734.15","328"
"1","A","165723.32","329"
"1","A","165633.02","330"
"20","A","165496.23","331"
"20","A","165318.17","332"
"20","A","165313.47","333"
"20","A","165170.72","334"
"20","A","165144.64","335"
"4","A","165123","336"
"1","A","165039.54","337"
"4","A","165010.65","338"
"31","A","164986.46","339"
"4","A","164870.89","340"
"20","A","164776.95","341"
"14","A","164732.41","342"
"2","A","164687.59","343"
